order_id,customer_id,product_id,category,quantity,unit_price,order_date,region,status
ORD33265,CUST030,PROD040,Sports & Outdoors,4,1183.54,2026-08-20,Miami,Cancelled
ORD12026,CUST068,PROD039,Sports & Outdoors,11,1639.02,2026-08-30,Seattle,Pending
ORD73479,,PROD033,Clothing,12,850.16,2026-08-30,Phoenix,Completed
ORD34272,CUST072,PROD026,Home & Garden,8,1510.23,2026-08-18,Phoenix,Shipped
ORD34242,CUST089,PROD038,Electronics,4,767.89,2026-08-30,Chicago,Completed
ORD73602,CUST100,PROD037,Sports & Outdoors,6,2339.16,2026-08-04,Los Angeles,Pending
ORD43483,CUST032,PROD032,Electronics,6,730.82,2026-08-30,Miami,Completed
ORD19888,CUST015,PROD024,Electronics,12,954.75,2026-08-30,New York,Completed
ORD71827,CUST065,PROD004,Electronics,1,1926.31,2026-08-15,Los Angeles,Completed
ORD46145,CUST070,PROD008,Electronics,6,536.77,2026-08-30,New York,Completed
ORD32998,CUST021,PROD030,Toys,8,2299.72,2026-08-17,Seattle,Pending
ORD35026,CUST085,PROD024,Toys,9,786.78,2026-08-30,Houston,Shipped
ORD71115,CUST001,PROD030,Clothing,12,684.21,2026-08-30,New York,Completed
ORD24471,CUST009,PROD009,Electronics,7,2832.48,2026-08-30,Phoenix,Cancelled
ORD89538,CUST006,PROD018,Sports & Outdoors,15,2399.55,2026-08-25,Phoenix,Pending
ORD22017,CUST012,PROD047,Home & Garden,6,390.3,2026-08-30,Chicago,Completed
ORD94068,,PROD049,Electronics,7,198.66,2026-08-30,Seattle,Completed
ORD28071,CUST086,PROD012,Home & Garden,3,1359.09,2026-08-30,Los Angeles,Completed
ORD28473,CUST087,PROD020,Toys,7,1610.88,2026-08-30,Chicago,Completed
ORD21797,CUST049,PROD002,Sports & Outdoors,7,895.98,2026-08-30,Phoenix,Shipped
ORD56981,CUST049,PROD024,Toys,11,136.08,2026-08-30,New York,Cancelled
ORD20954,CUST054,PROD023,Electronics,3,1958.79,2026-08-29,Phoenix,Completed
ORD92518,CUST084,PROD043,Clothing,4,396.85,2026-08-30,Los Angeles,Cancelled
ORD22535,CUST091,PROD039,Toys,7,2716.72,2026-08-23,New York,Pending
ORD24962,CUST077,PROD041,Electronics,8,1380.48,2026-08-30,Seattle,Shipped
ORD80883,CUST014,PROD039,Electronics,4,2872.26,2026-08-04,Seattle,Completed
ORD67102,CUST071,PROD047,Clothing,11,2428.87,2026-08-30,Seattle,Pending
ORD58714,CUST064,PROD042,Toys,7,2784.84,2026-08-30,New York,Completed
ORD61265,CUST086,PROD026,Home & Garden,6,1151.35,2026-08-30,Los Angeles,Pending
ORD85330,CUST073,PROD010,Toys,3,1030.88,2026-08-30,Chicago,Cancelled
ORD34792,CUST091,PROD035,Home & Garden,7,1519.47,2026-08-17,Houston,Completed
ORD70726,CUST010,PROD031,Clothing,1,200.57,2026-08-30,Los Angeles,Cancelled
ORD96506,CUST086,PROD027,Home & Garden,13,164.26,2026-08-12,Seattle,Completed
ORD19781,CUST014,PROD038,Clothing,9,50.13,2026-08-30,Houston,Completed
ORD50313,CUST069,PROD048,Electronics,5,1345.74,2026-08-30,New York,Shipped
ORD17756,CUST064,PROD018,Sports & Outdoors,4,1890.08,2026-08-30,Seattle,Shipped
ORD69815,CUST052,PROD026,Clothing,1,1242.93,2026-08-02,Miami,Completed
ORD34038,CUST094,PROD029,Sports & Outdoors,8,2016.38,2026-08-30,Houston,Completed
ORD93975,CUST093,PROD041,Sports & Outdoors,1,2411.8,2026-08-30,Phoenix,Pending
ORD63666,CUST079,PROD033,Clothing,11,2464.11,2026-08-30,Seattle,Cancelled
ORD52323,,PROD007,Home & Garden,7,2413.83,2026-08-30,Los Angeles,Completed
ORD53180,CUST037,PROD017,Electronics,6,294.12,2026-08-30,Houston,Completed
ORD35287,CUST007,PROD009,Home & Garden,4,2004.84,2026-08-07,New York,Pending
ORD74433,CUST002,PROD024,Toys,11,851.28,2026-08-14,New York,Completed
ORD66494,,PROD043,Clothing,5,370.68,2026-08-30,Phoenix,Pending
ORD43277,CUST095,PROD028,Home & Garden,8,2915.9,2026-08-30,Miami,Pending
ORD23649,CUST022,PROD027,Electronics,11,559.47,2026-08-30,Phoenix,Shipped
ORD84012,,PROD008,Toys,7,2301.55,2026-08-28,Houston,Cancelled
ORD61188,CUST004,PROD012,Clothing,11,2314.8,2026-08-30,Los Angeles,Completed
ORD45850,CUST079,PROD013,Home & Garden,10,638.68,2026-08-05,Seattle,Shipped
ORD63427,CUST060,PROD033,Toys,1,2511.13,2026-08-30,Miami,Pending
ORD43992,CUST074,PROD050,Electronics,8,1061.37,2026-08-30,Chicago,Shipped
ORD37513,CUST100,PROD023,Home & Garden,1,145.51,2026-08-30,Phoenix,Cancelled
ORD68952,CUST085,PROD044,Home & Garden,15,557.97,2026-08-30,New York,Pending
ORD25690,CUST070,PROD028,Toys,14,1702.67,2026-08-06,Los Angeles,Completed
ORD31448,CUST094,PROD035,Clothing,11,2153.85,2026-08-30,Chicago,Completed
ORD35076,CUST031,PROD008,Clothing,2,2733.34,2026-08-03,Phoenix,Cancelled
ORD34759,CUST072,PROD010,Electronics,5,806.09,2026-08-30,Los Angeles,Completed
ORD71485,CUST082,PROD013,Toys,2,994.67,2026-08-01,Houston,Pending
ORD13261,CUST076,PROD009,Sports & Outdoors,15,842.54,2026-08-30,Chicago,Pending
ORD75737,CUST026,PROD031,Toys,2,1710.01,2026-08-30,Seattle,Shipped
ORD21753,CUST017,PROD020,Toys,13,1383.3,2026-08-30,Los Angeles,Completed
ORD67342,CUST062,PROD032,Electronics,9,257.3,2026-08-30,New York,Shipped
ORD25685,CUST096,PROD024,Sports & Outdoors,12,632.31,2026-08-27,Seattle,Shipped
ORD55587,CUST014,PROD012,Sports & Outdoors,11,143.26,2026-08-30,Houston,Cancelled
ORD33638,CUST003,PROD015,Electronics,15,1634.72,2026-08-30,New York,Pending
ORD21416,,PROD001,Home & Garden,5,2834.87,2026-08-30,New York,Completed
ORD85564,CUST090,PROD015,Clothing,10,1082.45,2026-08-30,Seattle,Completed
ORD95310,CUST095,PROD032,Clothing,7,2046.04,2026-08-30,Los Angeles,Completed
ORD89766,CUST092,PROD043,Clothing,10,282.41,2026-08-30,Seattle,Pending
ORD28025,CUST015,PROD002,Toys,3,1552.84,2026-08-30,Miami,Pending
ORD95060,,PROD048,Electronics,4,1459.75,2026-08-30,Seattle,Completed
ORD72741,CUST020,PROD018,Electronics,9,2773.5,2026-08-02,Miami,Shipped
ORD43625,CUST059,PROD044,Toys,14,2046.79,2026-08-30,Phoenix,Completed
ORD89392,CUST089,PROD005,Toys,10,453.38,2026-08-30,Phoenix,Completed
ORD67948,,PROD036,Toys,11,2487.81,2026-08-30,Phoenix,Cancelled
ORD11006,CUST014,PROD011,Clothing,5,2093.44,2026-08-09,Phoenix,Pending
ORD15003,CUST054,PROD007,Home & Garden,10,1690.8,2026-08-08,Houston,Shipped
ORD60240,CUST082,PROD041,Clothing,1,2614.75,2026-08-30,Chicago,Cancelled
ORD34551,CUST027,PROD040,Home & Garden,7,138.17,2026-08-30,Los Angeles,Shipped
ORD80704,CUST057,PROD045,Clothing,9,2922.8,2026-08-05,Miami,Completed
ORD76115,CUST022,PROD020,Home & Garden,4,1855.84,2026-08-04,Miami,Completed
ORD95837,CUST034,PROD021,Sports & Outdoors,12,2882.33,2026-08-07,Phoenix,Shipped
ORD65692,CUST075,PROD049,Toys,4,45.16,2026-08-08,Houston,Cancelled
ORD93824,CUST046,PROD033,Sports & Outdoors,8,1132.0,2026-08-30,Chicago,Completed
ORD84625,CUST073,PROD032,Sports & Outdoors,2,2167.42,2026-08-30,Seattle,Cancelled
ORD42579,CUST086,PROD050,Sports & Outdoors,11,495.92,2026-08-30,Miami,Completed
ORD77457,CUST086,PROD049,Sports & Outdoors,11,230.47,2026-07-31,Chicago,Shipped
ORD75702,CUST100,PROD026,Sports & Outdoors,12,2109.45,2026-08-30,New York,Completed
ORD43462,CUST045,PROD033,Toys,10,438.49,2026-08-30,Seattle,Shipped
ORD90886,CUST095,PROD007,Toys,13,1659.22,2026-08-30,Seattle,Shipped
ORD53749,CUST040,PROD021,Electronics,2,2291.99,2026-08-30,Houston,Completed
ORD36222,CUST028,PROD021,Toys,15,979.47,2026-08-12,Houston,Cancelled
ORD14358,CUST044,PROD030,Clothing,12,910.66,2026-08-30,New York,Pending
ORD19902,CUST008,PROD031,Home & Garden,1,1701.14,2026-08-30,Miami,Completed
ORD65122,CUST091,PROD047,Toys,5,1828.12,2026-08-29,Seattle,Completed
ORD13478,CUST083,PROD020,Toys,6,2542.23,2026-08-07,New York,Completed
ORD23631,CUST077,PROD038,Electronics,6,1372.22,2026-08-30,Seattle,Completed
ORD91997,CUST097,PROD023,Electronics,8,1628.54,2026-08-30,Miami,Cancelled
ORD29105,CUST077,PROD002,Home & Garden,13,2047.0,2026-08-05,Phoenix,Pending
ORD53946,,PROD030,Sports & Outdoors,15,1283.91,2026-08-30,New York,Cancelled
ORD61710,CUST095,PROD041,Sports & Outdoors,9,2011.24,2026-08-01,Houston,Pending
ORD48896,CUST086,PROD043,Electronics,12,1523.99,2026-08-30,Seattle,Completed
ORD90138,CUST089,PROD018,Toys,5,10.02,2026-08-30,Miami,Pending
ORD88951,CUST061,PROD018,Clothing,5,399.86,2026-08-30,New York,Completed
ORD25741,CUST027,PROD001,Sports & Outdoors,6,2570.64,2026-08-30,Houston,Pending
ORD80604,CUST099,PROD037,Sports & Outdoors,1,50.67,2026-08-30,Chicago,Pending
ORD11125,CUST096,PROD036,Home & Garden,2,426.86,2026-08-08,Los Angeles,Cancelled
ORD52483,CUST048,PROD001,Toys,15,2499.77,2026-08-30,Houston,Completed
ORD93385,CUST072,PROD045,Toys,8,507.13,2026-08-30,Phoenix,Pending
ORD82450,CUST073,PROD034,Sports & Outdoors,5,1750.15,2026-08-05,Phoenix,Pending
ORD15098,,PROD022,Clothing,10,200.36,2026-08-30,Los Angeles,Cancelled
ORD33753,CUST005,PROD027,Clothing,7,1213.5,2026-08-30,Miami,Completed
ORD54651,CUST088,PROD021,Electronics,14,1234.06,2026-08-30,Houston,Cancelled
ORD44169,CUST068,PROD018,Home & Garden,2,1977.23,2026-08-27,Miami,Pending
ORD93245,,PROD048,Toys,9,2993.34,2026-08-30,Phoenix,Pending
ORD25124,CUST046,PROD004,Sports & Outdoors,3,231.49,2026-08-10,New York,Shipped
ORD47199,CUST069,PROD018,Toys,11,1794.72,2026-08-30,Miami,Completed
ORD85108,CUST017,PROD020,Home & Garden,9,2220.89,2026-08-30,Los Angeles,Completed
ORD18531,CUST074,PROD006,Home & Garden,2,1551.41,2026-08-30,Houston,Cancelled
ORD20017,CUST029,PROD016,Clothing,13,441.74,2026-08-30,Houston,Completed
ORD10697,CUST037,PROD024,Clothing,12,637.11,2026-08-30,New York,Completed
ORD81022,CUST089,PROD046,Clothing,5,2068.79,2026-08-30,Los Angeles,Completed
ORD68194,CUST042,PROD019,Clothing,12,2394.19,2026-08-27,Seattle,Completed
ORD11240,,PROD010,Clothing,9,810.26,2026-08-11,Miami,Pending
ORD78342,CUST019,PROD011,Toys,10,204.04,2026-08-30,Houston,Shipped
ORD56347,CUST029,PROD007,Sports & Outdoors,10,2993.52,2026-08-30,Los Angeles,Completed
ORD64811,CUST085,PROD002,Electronics,6,1283.47,2026-08-30,Miami,Cancelled
ORD80545,CUST054,PROD016,Toys,15,253.89,2026-08-30,Los Angeles,Completed
ORD34487,CUST093,PROD009,Sports & Outdoors,6,1419.7,2026-08-17,Chicago,Completed
ORD85429,CUST049,PROD028,Clothing,12,1108.28,2026-08-30,New York,Pending
ORD52713,CUST030,PROD049,Toys,12,2515.98,2026-08-30,Phoenix,Pending
ORD80227,CUST037,PROD021,Toys,13,1271.99,2026-08-30,Houston,Pending
ORD60781,CUST043,PROD013,Toys,8,1530.23,2026-08-30,Chicago,Pending
ORD99615,CUST036,PROD009,Clothing,13,1232.73,2026-08-30,New York,Completed
ORD48227,CUST091,PROD002,Toys,3,1303.37,2026-08-30,Chicago,Completed
ORD12644,CUST029,PROD015,Toys,13,803.26,2026-08-30,New York,Completed
ORD36394,CUST100,PROD025,Sports & Outdoors,5,2300.45,2026-08-30,Chicago,Completed
ORD72662,CUST026,PROD050,Clothing,9,706.12,2026-08-01,Miami,Completed
ORD18336,CUST070,PROD006,Sports & Outdoors,1,1778.28,2026-08-30,Phoenix,Completed
ORD17898,CUST012,PROD029,Clothing,4,2745.63,2026-08-22,Miami,Completed
ORD59189,CUST001,PROD025,Electronics,2,2710.21,2026-08-25,Chicago,Shipped
ORD56186,CUST010,PROD002,Home & Garden,13,1205.1,2026-08-30,Houston,Cancelled
ORD94878,CUST008,PROD031,Home & Garden,12,1863.69,2026-08-30,Seattle,Pending
ORD20713,CUST033,PROD025,Toys,2,78.39,2026-08-30,Phoenix,Cancelled
ORD23156,CUST098,PROD002,Toys,14,82.36,2026-08-24,Miami,Completed
ORD19580,CUST087,PROD023,Clothing,12,2382.49,2026-08-30,Los Angeles,Pending
ORD97630,CUST002,PROD045,Electronics,2,2839.86,2026-08-30,Seattle,Completed
ORD39785,CUST066,PROD003,Home & Garden,5,2547.02,2026-08-30,New York,Shipped
ORD32421,CUST086,PROD018,Sports & Outdoors,9,1514.4,2026-08-03,Seattle,Cancelled
ORD75435,CUST057,PROD005,Toys,8,465.82,2026-08-30,Houston,Pending
ORD78046,CUST011,PROD010,Toys,2,1338.04,2026-08-30,Miami,Shipped
ORD13958,CUST059,PROD037,Toys,14,885.77,2026-08-30,Miami,Completed
ORD10646,CUST033,PROD046,Toys,1,77.04,2026-08-30,Seattle,Cancelled
ORD74199,CUST045,PROD041,Home & Garden,8,140.34,2026-08-30,Miami,Completed
ORD77415,CUST035,PROD030,Clothing,7,1897.42,2026-08-30,Los Angeles,Completed
ORD84598,CUST017,PROD024,Sports & Outdoors,7,598.19,2026-08-30,Houston,Cancelled
ORD31904,CUST100,PROD024,Electronics,15,805.54,2026-08-30,Houston,Cancelled
ORD51586,CUST097,PROD022,Toys,10,2929.91,2026-08-15,Phoenix,Completed
ORD94377,CUST021,PROD020,Electronics,3,580.69,2026-08-30,Miami,Completed
ORD52098,,PROD031,Clothing,5,1791.82,2026-08-30,Los Angeles,Shipped
ORD13192,CUST100,PROD036,Home & Garden,11,972.81,2026-08-30,Miami,Completed
ORD10838,CUST038,PROD029,Electronics,4,2351.88,2026-08-30,New York,Completed
ORD15878,CUST099,PROD016,Clothing,12,2735.54,2026-08-30,Los Angeles,Cancelled
ORD55400,CUST041,PROD021,Sports & Outdoors,13,2602.43,2026-08-15,Los Angeles,Completed
ORD91423,CUST043,PROD033,Clothing,11,1400.57,2026-08-30,Seattle,Completed
ORD26332,CUST035,PROD018,Electronics,7,65.44,2026-08-30,Chicago,Completed
ORD95355,CUST094,PROD030,Electronics,14,1513.4,2026-08-30,Miami,Shipped
ORD68166,CUST061,PROD022,Clothing,12,1558.03,2026-08-10,Chicago,Completed
ORD18517,CUST074,PROD029,Electronics,11,2651.2,2026-08-30,Chicago,Cancelled
ORD85741,CUST066,PROD006,Clothing,5,409.7,2026-08-30,Phoenix,Shipped
ORD92995,CUST056,PROD024,Toys,6,1483.12,2026-08-28,Phoenix,Pending
ORD75429,CUST088,PROD034,Home & Garden,6,73.45,2026-08-30,Miami,Cancelled
ORD91143,CUST031,PROD006,Clothing,6,1616.08,2026-08-30,Los Angeles,Cancelled
ORD99205,CUST030,PROD042,Clothing,9,2147.72,2026-08-30,Los Angeles,Cancelled
ORD33264,CUST087,PROD013,Toys,13,2955.71,2026-08-30,Los Angeles,Completed
ORD79806,CUST076,PROD045,Clothing,2,1296.54,2026-08-15,Miami,Shipped
ORD64003,CUST009,PROD048,Toys,13,623.49,2026-08-30,Los Angeles,Cancelled
ORD44965,CUST080,PROD045,Home & Garden,15,1715.87,2026-08-11,Los Angeles,Pending
ORD28274,CUST057,PROD018,Home & Garden,5,255.13,2026-08-30,Los Angeles,Completed
ORD82271,CUST070,PROD038,Electronics,13,2175.05,2026-08-30,Houston,Completed
ORD48103,CUST033,PROD037,Electronics,7,1081.48,2026-08-02,Seattle,Cancelled
ORD89911,CUST045,PROD044,Clothing,8,2803.23,2026-08-30,Seattle,Pending
ORD30421,,PROD010,Home & Garden,5,1854.01,2026-08-30,Chicago,Pending
ORD18374,CUST026,PROD023,Electronics,9,2886.77,2026-08-30,Miami,Cancelled
ORD22280,CUST048,PROD026,Clothing,1,1105.79,2026-08-04,New York,Cancelled
ORD38259,CUST037,PROD036,Toys,1,657.56,2026-08-30,Chicago,Completed
ORD41446,CUST028,PROD042,Home & Garden,8,1263.35,2026-08-02,New York,Shipped
ORD62625,CUST009,PROD048,Electronics,8,1754.72,2026-08-30,Seattle,Shipped
ORD90897,CUST084,PROD048,Toys,8,2825.52,2026-08-25,Houston,Completed
ORD60235,CUST035,PROD015,Sports & Outdoors,8,120.64,2026-08-17,Seattle,Completed
